out_acc_num,out_currency_amount,net_worth,credit_score,ratio_cash_deposits,ratio_cash_withdrawals,ratio_incoming_international,ratio_outgoing_international,label
414,33032,0.2904,7,0.0886,0.9935,0.4931,0.3087,false
415,36516,0.2675,6,0.6957,0.6893,0.6124,0.3433,false
416,23078,0.1065,6,0.4334,0.5118,0.446,0.706,true
417,20888,0.6305,7,0.7369,0.8505,0.4755,0.5464,false
418,22559,0.3943,8,0.1609,0.0393,0.0684,0.6438,false
419,39531,0.4985,4,0.6744,0.6239,0.4117,0.4562,true
420,18899,0.2101,10,0.382,0.5085,0.4014,0.4847,false
421,13013,0.1684,8,0.8769,0.3863,0.6338,0.2769,false
422,32968,0.1494,7,0.3591,0.5332,0.195,0.2287,true
423,26763,0.7058,1,0.5708,0.4515,0.726,0.8835,true
424,17167,0.095,7,0.7039,0.3011,0.7155,0.16,false
425,10034,0.313,5,0.2905,0.8282,0.8511,0.1986,true
426,36804,0.9639,8,0.494,0.7013,0.1738,0.4065,true
427,29638,0.9978,8,0.6491,0.7264,0.0581,0.9541,true
428,23615,0.1309,4,0.4364,0.9966,0.0744,0.4767,true
429,33598,0.4296,1,0.4903,0.9674,0.2574,0.4147,false
430,18079,0.0381,6,0.1135,0.8694,0.117,0.8781,false
431,34159,0.3276,5,0.0803,0.4403,0.5684,0.0054,false
432,38208,0.3108,10,0.1708,0.8656,0.0355,0.6429,false
433,18977,0.3842,5,0.6678,0.6198,0.8084,0.1253,true
434,15289,0.0609,1,0.8109,0.0011,0.1852,0.8424,true
435,21554,0.4304,3,0.7215,0.9846,0.3155,0.8166,false
436,10012,0.5509,6,0.2909,0.6834,0.2649,0.3336,false
437,39819,0.6644,10,0.4836,0.2064,0.0685,0.5345,true
438,11691,0.3562,10,0.2332,0.7798,0.4744,0.3032,true
439,33648,0.3672,9,0.0359,0.7786,0.9487,0.6488,false
440,17220,0.9242,3,0.3295,0.5252,0.0013,0.6803,false
441,10828,0.0908,1,0.7746,0.3456,0.8083,0.7444,false
442,32139,0.3216,5,0.1687,0.1902,0.6268,0.0344,true
443,18560,0.3903,10,0.9291,0.8547,0.7982,0.394,false
444,29506,0.4516,5,0.4276,0.9982,0.3213,0.943,true
445,18925,0.216,10,0.9346,0.8245,0.5391,0.8862,false
446,19517,0.6825,2,0.0738,0.3495,0.5375,0.2968,true
447,10070,0.5903,7,0.497,0.2535,0.3428,0.571,true
448,12368,0.6938,7,0.4215,0.995,0.6669,0.4597,true
449,27322,0.7321,1,0.4361,0.1627,0.4228,0.8115,false
450,21956,0.1784,1,0.1909,0.3006,0.3451,0.5535,true
451,25701,0.5671,4,0.4244,0.6974,0.342,0.3728,true
452,12263,0.9632,4,0.3302,0.9189,0.7676,0.2137,true
453,36773,0.7153,8,0.3918,0.2719,0.3227,0.5563,false
454,28729,0.7776,9,0.4875,0.623,0.7578,0.9,false
455,13493,0.6216,8,0.9887,0.694,0.0409,0.6219,true
456,21740,0.5284,3,0.9222,0.8166,0.1325,0.1923,true
457,12909,0.9566,9,0.882,0.2368,0.8181,0.8444,true
458,35719,0.0743,2,0.5223,0.9628,0.6389,0.1482,false
459,36511,0.8403,2,0.0225,0.2564,0.2213,0.6095,false
460,30749,0.5078,5,0.3469,0.1475,0.1581,0.7,false
461,38853,0.7973,2,0.5185,0.2616,0.5858,0.8383,true
462,21877,0.8624,6,0.3978,0.0617,0.6734,0.6881,false
463,29138,0.2133,8,0.4642,0.0185,0.0398,0.6309,false
464,22704,0.2379,6,0.4508,0.7702,0.9314,0.8343,false
465,37970,0.2458,9,0.8944,0.6637,0.3174,0.729,false
466,26707,0.2868,5,0.9526,0.0532,0.4839,0.7137,false
467,31171,0.4089,7,0.5871,0.2857,0.2603,0.8755,true
468,27630,0.595,9,0.3846,0.5759,0.1351,0.5577,true
469,30160,0.5573,9,0.0374,0.082,0.7616,0.1283,false
470,13826,0.654,2,0.6627,0.7788,0.0223,0.8396,false
471,39880,0.2899,1,0.4847,0.5799,0.1464,0.825,true
472,14039,0.023,8,0.7235,0.1873,0.4539,0.1538,true
473,12437,0.2981,4,0.153,0.1238,0.5533,0.7145,true
474,34989,0.7595,8,0.0247,0.9405,0.5981,0.3088,true
475,35582,0.5835,1,0.1101,0.5527,0.3674,0.3735,true
476,21082,0.798,9,0.722,0.1734,0.8864,0.2348,false
477,13565,0.2857,1,0.5444,0.9106,0.4556,0.2831,false
478,24885,0.7254,5,0.6395,0.2363,0.0908,0.0887,false
479,31555,0.891,7,0.7285,0.5728,0.2496,0.8402,false
480,16291,0.4522,2,0.9794,0.0237,0.5777,0.7615,true
481,38819,0.6989,10,0.8513,0.2449,0.1013,0.0356,false
482,29773,0.0757,4,0.1708,0.9935,0.9509,0.9188,true
483,17720,0.7989,1,0.9402,0.8177,0.9666,0.8158,true
484,35365,0.6012,7,0.8854,0.5846,0.4902,0.6696,true
485,19946,0.0402,2,0.8625,0.105,0.8617,0.1573,true
486,23758,0.1055,7,0.9471,0.978,0.6369,0.8995,false
487,11457,0.7312,4,0.1519,0.7226,0.0333,0.5169,true
488,34403,0.5053,3,0.1779,0.2307,0.8453,0.0117,true
489,32317,0.6019,10,0.269,0.8723,0.5215,0.4555,false
490,34125,0.6588,6,0.202,0.8291,0.0366,0.1579,true
491,11738,0.5355,3,0.2903,0.4702,0.8765,0.0045,true
492,14671,0.7783,5,0.7835,0.2856,0.0152,0.6857,true
493,26912,0.8959,7,0.2722,0.002,0.7968,0.3547,false
494,15302,0.0073,8,0.7752,0.073,0.5283,0.3211,true
495,22062,0.4362,8,0.7389,0.448,0.6745,0.9853,false
496,11587,0.1087,2,0.7608,0.9179,0.1389,0.2591,true
497,33035,0.364,5,0.8444,0.3896,0.0428,0.0113,true
498,30131,0.5744,3,0.6236,0.1019,0.2482,0.1876,false
499,17175,0.82,2,0.2953,0.4849,0.5343,0.7351,false
500,14234,0.1428,9,0.6171,0.4831,0.263,0.0888,false
501,31011,0.4215,8,0.4713,0.8933,0.027,0.7158,true
502,26689,0.5844,8,0.2872,0.1811,0.0,0.0044,true
503,13861,0.36,7,0.3621,0.63,0.9664,0.7638,false
504,26683,0.3659,5,0.1728,0.6583,0.6442,0.843,true
505,29741,0.0087,8,0.4873,0.6671,0.7154,0.2058,false
506,19448,0.2393,10,0.3873,0.8665,0.0784,0.1424,true
507,19163,0.0836,5,0.1462,0.1876,0.7272,0.958,true
508,34302,0.0434,1,0.8552,0.4101,0.9309,0.7606,true
509,20233,0.3306,2,0.2873,0.3348,0.5703,0.0024,true
510,33594,0.0527,3,0.6641,0.9313,0.4748,0.9428,false
511,25276,0.6654,2,0.4151,0.332,0.2621,0.3245,false
512,15148,0.787,6,0.6841,0.9044,0.088,0.1752,false
513,20024,0.8476,8,0.3506,0.5451,0.1955,0.9734,false
514,10059,0.8293,10,0.1987,0.2139,0.5904,0.9604,false
515,18082,0.2294,5,0.7875,0.834,0.3208,0.7992,true
516,24562,0.832,5,0.4068,0.7478,0.9487,0.2064,false
517,36095,0.718,9,0.9872,0.0638,0.2672,0.7195,false
518,19709,0.9804,7,0.1464,0.1491,0.0411,0.5816,true
519,25673,0.6161,10,0.4978,0.322,0.1989,0.554,true
520,15105,0.718,2,0.5967,0.9333,0.7678,0.0986,true
521,18229,0.5341,1,0.5614,0.0702,0.4375,0.5443,true
522,11796,0.9898,2,0.819,0.5457,0.4001,0.3089,true
523,35743,0.2928,9,0.9252,0.2683,0.1166,0.1867,true
524,33121,0.2181,8,0.8873,0.3271,0.6936,0.3376,false
525,21889,0.0256,6,0.1401,0.2731,0.802,0.5119,true
526,14909,0.7073,2,0.9275,0.462,0.1201,0.2783,false
527,16649,0.1836,6,0.844,0.4234,0.1203,0.6333,true
528,36584,0.5072,7,0.8895,0.861,0.3897,0.3119,true
529,20611,0.2018,3,0.3984,0.6825,0.4769,0.3327,false
530,28660,0.9103,4,0.9264,0.7195,0.3657,0.2588,false
531,27426,0.5331,3,0.0096,0.318,0.603,0.07,true
532,35826,0.1744,5,0.8368,0.8503,0.8175,0.7512,true
533,24025,0.1681,4,0.6776,0.7156,0.0797,0.418,true
534,39233,0.3885,1,0.4404,0.1677,0.906,0.6677,false
535,22601,0.1508,8,0.4574,0.2342,0.7876,0.0093,false
536,29491,0.823,7,0.9804,0.4715,0.5776,0.6033,true
537,13121,0.5836,7,0.7733,0.715,0.6397,0.2147,false
538,17431,0.1128,6,0.0929,0.0883,0.1028,0.2195,true
539,11550,0.8547,7,0.0383,0.9175,0.9973,0.7366,false
540,24248,0.1853,5,0.0153,0.9025,0.5912,0.8534,false
541,38579,0.4081,6,0.1828,0.888,0.2119,0.5657,true
542,13410,0.0558,8,0.4551,0.7932,0.7486,0.047,true
543,33508,0.7384,8,0.446,0.1495,0.8344,0.6888,true
544,30621,0.2443,4,0.085,0.9039,0.2952,0.7775,false
545,37981,0.7646,1,0.2516,0.9638,0.6034,0.586,false
546,34296,0.086,10,0.1859,0.5804,0.3647,0.5604,true
547,15660,0.1981,4,0.8629,0.7839,0.0868,0.1324,false
548,39964,0.9627,6,0.6111,0.8093,0.8702,0.9263,false
549,18217,0.6652,2,0.3044,0.2385,0.5958,0.2114,true
550,12160,0.5955,4,0.492,0.1112,0.8679,0.0579,true
551,33874,0.1788,2,0.3931,0.2812,0.4368,0.2991,true
552,34609,0.1959,10,0.2107,0.1791,0.3415,0.9885,false
553,35645,0.3817,8,0.6383,0.3683,0.6548,0.4639,true
554,39700,0.7052,10,0.3563,0.2911,0.7186,0.0325,true
555,14043,0.9415,3,0.539,0.0364,0.3702,0.9072,true
556,31762,0.8143,10,0.4724,0.4413,0.305,0.6621,true
557,11618,0.2601,9,0.4098,0.8398,0.4741,0.6555,false
558,21537,0.2423,1,0.8006,0.2988,0.6139,0.3526,false
559,27251,0.7862,7,0.9873,0.4822,0.0554,0.883,true
560,38447,0.9347,1,0.3208,0.4976,0.948,0.9946,false
561,28694,0.2337,9,0.6589,0.7568,0.0194,0.4804,true
562,24705,0.2726,8,0.7836,0.3956,0.1354,0.6169,true
563,13768,0.7541,5,0.9992,0.8326,0.608,0.3202,false
564,37921,0.2073,5,0.1183,0.2497,0.8985,0.1267,true
565,22541,0.1841,5,0.1852,0.5872,0.0843,0.9765,true
566,26667,0.0284,3,0.2792,0.6987,0.8,0.0078,false
567,23014,0.3334,1,0.1664,0.221,0.7416,0.3645,false
568,31558,0.427,3,0.8286,0.5097,0.8097,0.5825,false
569,38866,0.9944,5,0.3199,0.6604,0.0336,0.2928,false
570,32237,0.0847,4,0.5476,0.0668,0.3309,0.3796,false
571,11525,0.7841,3,0.1083,0.9226,0.0726,0.5198,false
572,12395,0.8626,5,0.8351,0.2642,0.6805,0.1449,true
573,36322,0.6903,7,0.0587,0.5598,0.4327,0.1513,false
574,35246,0.4059,3,0.3603,0.8677,0.7889,0.8191,false
575,10400,0.5856,5,0.8438,0.76,0.122,0.9038,true
576,17832,0.5991,6,0.8735,0.8595,0.2462,0.7656,false
577,24873,0.8996,10,0.1097,0.4063,0.9021,0.5865,false
578,31761,0.8167,10,0.4725,0.7837,0.3268,0.684,true
579,10506,0.0014,2,0.6189,0.5057,0.6534,0.9166,true
580,28137,0.01,5,0.0248,0.9143,0.7761,0.6146,true
581,10904,0.9443,10,0.7985,0.6578,0.6129,0.8713,true
582,13924,0.0309,2,0.9061,0.0762,0.2255,0.8086,false
583,32083,0.9154,7,0.14,0.8009,0.2129,0.6368,false
584,21369,0.5393,8,0.7332,0.5249,0.4295,0.757,false
585,29227,0.7092,5,0.3552,0.8706,0.8977,0.3159,false
586,12739,0.3959,4,0.3156,0.348,0.9136,0.4354,false
587,39353,0.0953,2,0.0015,0.5787,0.4799,0.1658,false
588,13237,0.3092,10,0.2905,0.3412,0.7037,0.45,true
589,16229,0.887,4,0.0357,0.1571,0.347,0.4967,true
590,35339,0.1551,6,0.3042,0.2388,0.3922,0.8376,true
591,12830,0.3808,1,0.4544,0.4579,0.9689,0.0613,true
592,35721,0.433,8,0.2511,0.9645,0.8032,0.4768,false
593,32054,0.6576,8,0.8294,0.7636,0.0524,0.8779,false
594,13535,0.8635,10,0.7341,0.5827,0.4423,0.4345,true
595,23799,0.2879,5,0.9423,0.9399,0.7011,0.5728,true
596,33662,0.4213,6,0.3596,0.7864,0.7913,0.5095,true
597,39614,0.658,7,0.6412,0.8681,0.3155,0.3998,true
598,39633,0.4498,9,0.3453,0.8983,0.2192,0.2011,true
599,36507,0.1587,3,0.1626,0.5315,0.7771,0.7137,true
600,23706,0.3498,9,0.3552,0.8328,0.7024,0.4414,true
601,21186,0.8026,2,0.6824,0.9271,0.453,0.9594,false
602,19651,0.0932,10,0.0869,0.4546,0.5094,0.3039,true
603,15789,0.7701,7,0.6536,0.4413,0.4993,0.0385,false
604,12717,0.6277,6,0.8686,0.59,0.1994,0.0564,true
605,22292,0.5476,3,0.7348,0.871,0.1062,0.2817,false
606,32594,0.5169,6,0.1563,0.9415,0.4285,0.5777,true
607,29055,0.7167,4,0.7872,0.3064,0.7599,0.4569,false
608,32072,0.0851,1,0.8977,0.4962,0.6419,0.1175,false
609,35151,0.1447,7,0.0478,0.0919,0.2727,0.9513,true
610,16689,0.1063,4,0.2977,0.1437,0.5715,0.0742,false
611,27380,0.8733,6,0.7362,0.3375,0.4981,0.9632,false
612,38662,0.8478,10,0.2471,0.0389,0.526,0.0972,true
613,20088,0.1754,6,0.6723,0.4481,0.4853,0.054,true
614,22762,0.0965,7,0.8838,0.4166,0.1093,0.4053,false
615,26911,0.7751,8,0.1074,0.0507,0.0758,0.2291,false
616,13375,0.4876,8,0.3702,0.3154,0.8353,0.8269,true
617,12972,0.6857,4,0.572,0.0523,0.1502,0.2857,false
618,38373,0.446,10,0.6128,0.2572,0.9275,0.9205,false
619,20873,0.2057,2,0.1552,0.5073,0.1449,0.4154,true
620,10405,0.6902,4,0.9441,0.5622,0.3397,0.5238,true
621,31328,0.4936,6,0.9991,0.5029,0.3101,0.4196,true
622,28802,0.5883,3,0.1693,0.6088,0.0144,0.0648,true
623,39325,0.5417,9,0.1662,0.3193,0.7917,0.4148,true
624,19262,0.9544,7,0.542,0.731,0.4768,0.5385,true
625,16702,0.4081,10,0.032,0.4206,0.3189,0.4569,true
626,32143,0.5296,9,0.3052,0.974,0.0581,0.9399,false
627,39083,0.6388,4,0.2851,0.6457,0.0654,0.9268,true
628,26331,0.7758,1,0.6371,0.1204,0.548,0.9844,true
629,38371,0.8183,2,0.5693,0.7221,0.2516,0.8664,true
630,29796,0.6603,9,0.4411,0.3727,0.7947,0.386,true
631,17304,0.2952,8,0.1966,0.1674,0.6171,0.4779,false
632,37239,0.2103,1,0.3944,0.9751,0.8946,0.542,true
633,14445,0.2811,5,0.0806,0.5748,0.4404,0.4894,false
634,26711,0.9847,5,0.3146,0.2318,0.9109,0.8007,false
635,10699,0.4197,6,0.4616,0.5391,0.9356,0.0482,true
636,17996,0.9426,7,0.914,0.3125,0.0403,0.0803,false
637,15426,0.2961,9,0.912,0.8484,0.5694,0.5686,false
638,14032,0.7849,4,0.8095,0.965,0.804,0.001,true
639,18777,0.3306,1,0.2859,0.4334,0.5598,0.6024,false
640,38353,0.1346,8,0.1086,0.0398,0.8502,0.4696,true
641,15365,0.4718,6,0.8855,0.6744,0.5697,0.3535,false
642,29569,0.9678,10,0.2628,0.4958,0.6661,0.527,true
643,27449,0.7545,7,0.4185,0.6502,0.8204,0.7503,false
644,20488,0.1077,10,0.2733,0.6646,0.391,0.7762,true
645,28677,0.159,4,0.7481,0.5347,0.7517,0.4134,false
646,15237,0.2361,9,0.0294,0.9165,0.8139,0.6464,false
647,25147,0.4134,9,0.5036,0.4908,0.4537,0.8566,false
648,39440,0.4207,6,0.7487,0.841,0.1337,0.2784,true
649,39490,0.7706,6,0.1446,0.1962,0.8788,0.5979,true
650,23226,0.5626,9,0.0191,0.4788,0.2189,0.8136,true
651,30053,0.9204,3,0.3217,0.0897,0.7191,0.0313,false
652,25407,0.2091,7,0.0534,0.0093,0.4733,0.3548,true
653,26590,0.4502,3,0.3113,0.5449,0.8357,0.3146,false
654,21686,0.4285,9,0.2513,0.4357,0.8953,0.8573,false
655,30082,0.1337,8,0.6938,0.9728,0.1298,0.7214,false
656,38787,0.408,8,0.0821,0.8114,0.3338,0.6749,false
657,28863,0.6404,4,0.922,0.4228,0.4565,0.5042,false
658,30906,0.5495,9,0.3622,0.2075,0.0046,0.8948,true
659,20022,0.16,10,0.291,0.4954,0.3806,0.3567,true
660,36465,0.8349,10,0.8007,0.9028,0.575,0.0016,true
661,38268,0.3496,5,0.3931,0.9755,0.1065,0.4948,true
662,33445,0.4511,10,0.3449,0.3582,0.1845,0.8956,true
663,31115,0.6332,5,0.1023,0.6926,0.6111,0.1075,true
664,18496,0.4391,1,0.7702,0.9564,0.8372,0.9615,false
665,21593,0.3969,3,0.471,0.3447,0.0209,0.9872,true
666,30603,0.3102,2,0.7485,0.1328,0.6863,0.6262,false
667,28150,0.6311,5,0.7619,0.0996,0.9591,0.8163,false
668,17213,0.6988,8,0.1278,0.1083,0.7988,0.5321,false
669,17356,0.5911,7,0.7807,0.1601,0.3607,0.2701,true
670,37439,0.7651,6,0.8171,0.13,0.733,0.4636,true
671,39752,0.014,5,0.1502,0.8435,0.5774,0.1645,true
672,29335,0.6717,2,0.1898,0.4892,0.997,0.4809,false
673,36155,0.2447,7,0.9689,0.6437,0.5765,0.5816,true
674,12678,0.2291,9,0.9396,0.6469,0.0261,0.1442,false
675,21472,0.6687,10,0.1953,0.9811,0.084,0.513,false
676,34188,0.6027,8,0.357,0.4508,0.2541,0.9418,true
677,16482,0.692,2,0.7139,0.9156,0.5721,0.9201,false
678,24042,0.1468,9,0.5302,0.8439,0.818,0.1652,false
679,29752,0.8328,10,0.5334,0.233,0.3845,0.0214,true
680,23886,0.8933,10,0.9298,0.5728,0.452,0.3925,true
681,28935,0.4188,5,0.6132,0.975,0.0265,0.4294,true
682,19071,0.2009,7,0.2059,0.7719,0.4079,0.2844,false
683,19953,0.4285,9,0.8213,0.1238,0.4355,0.4241,true
684,13419,0.0676,9,0.9327,0.1991,0.5554,0.6445,false
685,19382,0.3302,3,0.0908,0.307,0.8841,0.128,false
686,36585,0.6965,2,0.2807,0.6069,0.9929,0.421,true
687,38251,0.7258,7,0.9327,0.1901,0.6403,0.2929,false
688,20476,0.5429,2,0.4283,0.3079,0.34,0.197,false
689,20995,0.8129,9,0.4733,0.6346,0.5773,0.1875,true
690,24438,0.0214,3,0.1127,0.9213,0.9947,0.9106,true
691,25935,0.6228,1,0.5651,0.4922,0.4309,0.7784,false
692,18364,0.8219,8,0.5067,0.9934,0.2116,0.2339,true
693,28367,0.919,2,0.0959,0.1896,0.9272,0.1324,true
694,39999,0.837,8,0.4303,0.034,0.9022,0.1564,true
695,22911,0.1273,8,0.9519,0.4863,0.5668,0.4872,false
696,31662,0.2664,7,0.6074,0.2386,0.1383,0.1697,false
697,29854,0.324,4,0.9523,0.3366,0.5227,0.1908,false
698,29350,0.0521,10,0.4334,0.5068,0.1093,0.7366,false
699,25829,0.454,10,0.7432,0.6133,0.8369,0.8677,false
700,38587,0.0019,7,0.6494,0.8493,0.5048,0.2283,true
701,16741,0.9635,4,0.8764,0.1311,0.3273,0.9297,false
702,27789,0.9847,10,0.0905,0.6524,0.4844,0.408,true
703,18631,0.7587,9,0.2356,0.7877,0.0581,0.1746,true
704,27187,0.7565,10,0.249,0.5125,0.3303,0.435,true
705,16751,0.4412,8,0.128,0.4236,0.4453,0.0075,false
706,39031,0.8276,5,0.2798,0.1404,0.798,0.8042,true
707,34397,0.1796,7,0.4616,0.8006,0.3737,0.5344,true
708,14003,0.369,3,0.2777,0.8518,0.738,0.0762,false
709,38690,0.3484,6,0.0345,0.1082,0.4295,0.2805,false
710,33933,0.852,7,0.0464,0.3586,0.243,0.0811,false
711,11744,0.0625,3,0.8907,0.4704,0.3769,0.3965,false
712,21145,0.1619,10,0.9426,0.0977,0.4674,0.8129,false
713,31653,0.2454,8,0.9143,0.1221,0.73,0.2872,false
714,13458,0.1274,5,0.3686,0.8784,0.5984,0.4257,true
715,31499,0.0319,4,0.5145,0.5732,0.0665,0.0798,true
716,22539,0.4895,5,0.8204,0.1154,0.3437,0.1176,false
717,14860,0.5984,2,0.1057,0.2625,0.3073,0.5193,true
718,37041,0.1569,6,0.0345,0.4325,0.9512,0.9246,false
719,31383,0.7117,4,0.2483,0.7547,0.9243,0.0975,true
720,27397,0.4609,3,0.4779,0.1099,0.7166,0.8416,false
721,32765,0.2589,7,0.0947,0.1072,0.1771,0.4056,true
722,28245,0.0259,2,0.1604,0.5704,0.2863,0.2905,false
723,24715,0.5897,7,0.6142,0.5814,0.7622,0.7797,true
724,34688,0.6133,7,0.0444,0.1573,0.3797,0.2932,false
725,31663,0.411,8,0.0126,0.1425,0.4745,0.6883,false
726,10126,0.3112,10,0.4118,0.6149,0.3707,0.5393,false
727,12842,0.1207,1,0.9235,0.6617,0.2113,0.2361,false
728,21889,0.5187,2,0.2151,0.6038,0.0096,0.4215,true
729,14336,0.9804,10,0.7034,0.7117,0.2495,0.9495,true
730,17459,0.611,7,0.3176,0.4665,0.1239,0.335,true
731,14162,0.9159,1,0.7411,0.4249,0.5159,0.4116,true
732,24741,0.1289,7,0.4636,0.5973,0.9679,0.9435,false
733,28656,0.0121,7,0.5775,0.6871,0.3837,0.8497,false
734,24836,0.3723,3,0.7261,0.7146,0.2933,0.3713,true
735,12057,0.8487,1,0.5612,0.6435,0.8847,0.9404,true
736,21342,0.9968,4,0.8662,0.782,0.369,0.7649,true
737,16270,0.2071,10,0.1283,0.2654,0.3182,0.24,true
738,36213,0.3179,4,0.1794,0.0997,0.1251,0.5248,true
739,33381,0.4719,4,0.215,0.1077,0.7113,0.1882,true
740,20767,0.741,2,0.4589,0.289,0.639,0.7311,true
741,21708,0.1757,10,0.4182,0.4032,0.2139,0.234,true
742,16649,0.7736,5,0.7234,0.5278,0.5635,0.2418,false
743,19956,0.856,8,0.1223,0.5812,0.3583,0.0333,false
744,35158,0.0444,2,0.2578,0.001,0.5408,0.4716,false
745,16815,0.1419,7,0.5869,0.5103,0.9874,0.3466,false
746,22468,0.3411,5,0.8426,0.8071,0.5728,0.5629,true
747,29528,0.5766,7,0.8831,0.275,0.6698,0.8329,false
748,35761,0.9974,9,0.7427,0.4101,0.9665,0.2653,false
749,27001,0.8131,5,0.1885,0.3128,0.2394,0.2687,false
750,29299,0.6979,3,0.8572,0.9355,0.0437,0.2018,false
751,24560,0.3288,6,0.2467,0.8582,0.615,0.8699,false
752,10071,0.7108,7,0.5356,0.5707,0.8229,0.3137,true
753,34725,0.6568,5,0.4808,0.6433,0.9435,0.2172,true
754,30301,0.9928,3,0.949,0.4071,0.7745,0.6503,false
755,28617,0.3849,8,0.873,0.6062,0.9252,0.106,true
756,28976,0.0509,2,0.1304,0.4277,0.2976,0.0507,false
757,36376,0.5208,6,0.8922,0.8374,0.5463,0.056,false
758,21994,0.6008,7,0.9393,0.6052,0.7851,0.9707,false
759,39153,0.8012,7,0.4076,0.6921,0.3702,0.7774,true
760,25790,0.8268,7,0.8105,0.1218,0.3169,0.1966,false
761,37423,0.3087,2,0.0557,0.0204,0.0605,0.7853,true
762,30992,0.4855,1,0.5888,0.5933,0.3959,0.536,true
763,31325,0.755,8,0.0587,0.5952,0.7189,0.9785,false
764,10265,0.0976,1,0.3716,0.7855,0.8602,0.9895,true
765,19468,0.8963,1,0.5159,0.8058,0.8164,0.3454,true
766,35740,0.9083,10,0.043,0.4182,0.6826,0.5184,false
767,28797,0.089,6,0.1546,0.0779,0.2795,0.4897,false
768,37035,0.0347,4,0.6355,0.2841,0.5444,0.9629,false
769,20028,0.7275,6,0.6644,0.0028,0.1333,0.626,false
770,31128,0.3666,10,0.2986,0.1217,0.1196,0.3518,false
771,13583,0.3464,8,0.1345,0.94,0.3422,0.1555,false
772,39727,0.1177,2,0.7445,0.3906,0.6424,0.2018,true
773,16265,0.23,2,0.904,0.1512,0.3458,0.4259,false
774,22579,0.9065,8,0.5778,0.688,0.3509,0.3636,true
775,21611,0.7919,8,0.1213,0.6039,0.9409,0.9711,true
776,28088,0.5877,3,0.27,0.8519,0.6159,0.903,false
777,23299,0.4397,7,0.8068,0.263,0.9563,0.4568,true
778,12829,0.9796,4,0.2431,0.375,0.0962,0.6765,false
779,14301,0.3418,7,0.7462,0.7242,0.0297,0.5261,false
780,39926,0.4214,6,0.8829,0.5653,0.3047,0.1316,true
781,17431,0.6621,2,0.8272,0.7897,0.5871,0.6978,false
782,39405,0.091,6,0.1115,0.121,0.5875,0.3287,true
783,30453,0.2003,4,0.6604,0.5101,0.3585,0.2957,false
784,14667,0.4861,2,0.2004,0.737,0.4915,0.7248,true
785,19019,0.544,8,0.8091,0.5154,0.8517,0.7474,true
786,17142,0.5198,3,0.589,0.686,0.4672,0.5535,false
787,36057,0.4187,9,0.1979,0.8516,0.7548,0.0076,true
788,22273,0.9775,1,0.8785,0.3828,0.453,0.4892,true
789,34441,0.2341,3,0.6992,0.1858,0.5396,0.9092,false
790,29988,0.1775,2,0.8226,0.2163,0.5877,0.5958,false
791,35676,0.4904,8,0.383,0.4024,0.893,0.9604,true
792,25724,0.3641,9,0.5575,0.9963,0.9664,0.4537,true
793,11210,0.8372,5,0.0285,0.4791,0.569,0.5186,true
794,23012,0.2384,6,0.4827,0.7129,0.3619,0.7557,true
795,15034,0.186,2,0.9067,0.3513,0.5354,0.2732,true
796,22208,0.7755,6,0.0969,0.0517,0.3281,0.4613,true
797,10414,0.5162,4,0.2689,0.2312,0.59,0.1492,false
798,37878,0.9225,5,0.4433,0.5183,0.4997,0.2587,true
799,16743,0.9702,7,0.1985,0.7588,0.6625,0.7385,true
800,25008,0.2965,4,0.2352,0.4198,0.2668,0.7223,false
801,14296,0.2496,2,0.0016,0.4586,0.6888,0.1036,true
802,35435,0.1668,3,0.8182,0.6523,0.9418,0.4376,true
803,16379,0.0163,5,0.4864,0.5791,0.5153,0.8033,false
804,38334,0.5449,5,0.7964,0.8737,0.3928,0.7581,true
805,27348,0.2753,1,0.2267,0.9881,0.8359,0.6116,false
806,29191,0.5055,2,0.5188,0.6519,0.6888,0.6017,true
807,29519,0.2448,4,0.1139,0.4052,0.5455,0.9615,false
808,13091,0.5965,8,0.7802,0.4146,0.8503,0.0156,true
809,25940,0.9206,9,0.3548,0.5907,0.3219,0.6015,false
810,35485,0.7985,2,0.1995,0.2216,0.9034,0.7919,false
811,19808,0.9183,1,0.8785,0.6101,0.7057,0.0852,true
812,26924,0.9906,8,0.9033,0.5036,0.1485,0.2314,true
813,16948,0.9905,8,0.0763,0.8386,0.1367,0.5831,true
814,38503,0.8059,6,0.3598,0.5143,0.6422,0.6809,true
815,26283,0.2481,5,0.0268,0.2462,0.352,0.0636,true
816,31156,0.0239,8,0.4424,0.6555,0.5971,0.0536,true
817,24803,0.9035,7,0.7817,0.5985,0.9567,0.029,false
818,38371,0.7132,6,0.0561,0.3941,0.0004,0.5805,false
819,19130,0.4057,8,0.3103,0.0462,0.3352,0.4334,false
820,22688,0.2514,4,0.2673,0.4529,0.3611,0.2038,true
821,10474,0.5495,4,0.67,0.7214,0.2728,0.2836,false
822,17864,0.8046,4,0.0027,0.2451,0.4053,0.9936,false
823,17781,0.1325,7,0.5527,0.3914,0.9548,0.9418,false
824,12077,0.4908,4,0.1944,0.8568,0.2381,0.4801,true
825,29019,0.7758,2,0.1814,0.0968,0.2019,0.5228,true
826,36391,0.4987,7,0.0654,0.6113,0.6631,0.6941,true
827,32214,0.1808,8,0.5555,0.1155,0.2778,0.3207,true
828,17416,0.0497,1,0.7086,0.5614,0.7214,0.5899,true
