out_acc_num,net_worth,credit_score,sum_transactionamount,ratio_cash_deposits,ratio_cash_withdrawals,ratio_incoming_international,ratio_outgoing_international,label
414,0.7366,8,236237,0.3886,0.9966,0.0471,0.2045,1
415,0.7017,9,476546,0.9991,0.5368,0.8419,0.5041,0
416,0.8546,2,210978,0.005,0.3596,0.3649,0.3656,1
417,0.877,6,474881,0.3657,0.2362,0.4813,0.4881,1
418,0.6723,1,273424,0.9444,0.0791,0.9329,0.8654,0
419,0.8614,6,55525,0.7154,0.5424,0.45,0.0166,1
420,0.9859,10,395594,0.1455,0.393,0.3029,0.1858,0
421,0.1135,2,215290,0.0971,0.779,0.1268,0.8865,0
422,0.2982,3,123142,0.8897,0.6475,0.8748,0.2378,0
423,0.3174,4,74727,0.9851,0.8804,0.978,0.063,1
424,0.4797,6,455977,0.6378,0.8476,0.9654,0.2699,0
425,0.6006,3,320768,0.5087,0.0802,0.7129,0.8632,0
426,0.4265,6,125158,0.3868,0.7633,0.2778,0.8172,1
427,0.4608,2,68891,0.1593,0.4337,0.1582,0.633,0
428,0.4603,6,283409,0.5126,0.2121,0.8906,0.008,0
429,0.246,9,186740,0.7386,0.5819,0.6718,0.6942,1
430,0.693,3,214246,0.9035,0.2438,0.4398,0.7165,0
431,0.7655,9,466329,0.2414,0.9054,0.3426,0.6059,1
432,0.6521,5,380188,0.9121,0.8323,0.3892,0.7913,1
433,0.5062,1,378248,0.3705,0.3729,0.7616,0.6131,0
434,0.7985,4,313120,0.5628,0.427,0.4259,0.7923,0
435,0.0602,3,294319,0.7979,0.2467,0.0177,0.3151,1
436,0.3026,8,283873,0.9733,0.6488,0.2523,0.6354,1
437,0.3003,5,383148,0.5251,0.4474,0.6716,0.9128,0
438,0.5764,8,61837,0.9898,0.8961,0.8704,0.412,0
439,0.256,10,83023,0.4273,0.3872,0.0999,0.9757,1
440,0.3462,4,207603,0.253,0.9966,0.3832,0.5321,1
441,0.8529,5,87392,0.3672,0.5697,0.1114,0.3398,1
442,0.9703,7,213112,0.0625,0.3029,0.5825,0.1546,1
443,0.8389,8,276412,0.5269,0.3652,0.8991,0.8421,0
444,0.7901,6,465006,0.5548,0.8891,0.6346,0.4549,0
445,0.0379,4,346797,0.3453,0.9127,0.8767,0.307,1
446,0.7064,7,365806,0.0933,0.21,0.3866,0.6808,0
447,0.5099,10,312353,0.7325,0.7455,0.3317,0.6591,1
448,0.3581,7,288080,0.9154,0.468,0.8988,0.4762,1
449,0.4758,5,342210,0.5158,0.0413,0.3301,0.8299,1
450,0.0035,1,251846,0.2198,0.6145,0.3609,0.3305,1
451,0.1088,7,207813,0.7925,0.3162,0.2788,0.0957,1
452,0.3995,5,71087,0.5786,0.3425,0.4796,0.744,0
453,0.4381,4,87875,0.2079,0.4446,0.6977,0.0937,1
454,0.6541,3,89867,0.2968,0.953,0.1711,0.8257,1
455,0.0392,10,431726,0.0144,0.4893,0.0378,0.9603,0
456,0.6766,5,447644,0.3062,0.9605,0.1312,0.7111,0
457,0.8362,10,39537,0.7863,0.678,0.1835,0.7184,0
458,0.2903,10,240116,0.1066,0.24,0.2675,0.5563,1
459,0.8166,4,264789,0.1631,0.8221,0.0013,0.4442,0
460,0.9832,6,121844,0.2203,0.6604,0.3212,0.2718,1
461,0.1815,2,50879,0.4539,0.1744,0.7823,0.2178,1
462,0.6148,2,265504,0.5366,0.3645,0.7395,0.1779,0
463,0.1916,5,168593,0.1718,0.9123,0.7713,0.9717,1
464,0.9903,7,431361,0.1979,0.5416,0.9361,0.4647,0
465,0.1948,5,174919,0.6877,0.2949,0.6875,0.2279,0
466,0.7588,5,450431,0.3165,0.2649,0.889,0.5169,1
467,0.2083,8,72548,0.3027,0.0305,0.8783,0.4205,1
468,0.202,8,102348,0.9229,0.3821,0.3456,0.0193,1
469,0.3338,9,277220,0.0791,0.3733,0.0007,0.898,1
470,0.0044,4,483293,0.0586,0.5676,0.7801,0.3185,1
471,0.7656,2,351630,0.1328,0.972,0.4376,0.9159,0
472,0.3494,2,263706,0.0796,0.8054,0.2564,0.9144,0
473,0.9218,6,399632,0.9446,0.3004,0.3452,0.7451,0
474,0.4443,4,493261,0.3996,0.4779,0.2845,0.3407,0
475,0.2757,7,142773,0.7877,0.5253,0.2564,0.168,1
476,0.6929,2,382441,0.2978,0.1522,0.1769,0.0782,0
477,0.9539,6,93525,0.056,0.1108,0.3719,0.2696,1
478,0.8105,2,488614,0.8646,0.6833,0.2016,0.0347,0
479,0.4066,3,155082,0.5704,0.1752,0.1703,0.2527,1
480,0.9687,4,212887,0.3694,0.2013,0.3793,0.648,0
481,0.5066,7,358846,0.094,0.6854,0.1597,0.6283,1
482,0.7572,5,193381,0.0969,0.2291,0.5458,0.5228,1
483,0.9316,4,264921,0.3028,0.9336,0.2689,0.5646,0
484,0.6147,6,439694,0.647,0.4007,0.3465,0.5812,0
485,0.5901,5,92285,0.4037,0.7783,0.4415,0.0706,0
486,0.7204,4,272582,0.3023,0.0451,0.811,0.1632,1
487,0.769,10,68603,0.4506,0.5204,0.2719,0.857,0
488,0.5769,10,237045,0.3027,0.1712,0.4546,0.4363,1
489,0.5326,5,442837,0.5152,0.6587,0.0017,0.6657,0
490,0.924,2,145546,0.9345,0.475,0.9555,0.7877,1
491,0.7147,6,223407,0.1919,0.3575,0.309,0.0026,0
492,0.6776,9,445163,0.9063,0.0876,0.3967,0.5229,0
493,0.3217,8,346473,0.1739,0.2426,0.0343,0.4385,1
494,0.1866,2,77889,0.1215,0.0618,0.1415,0.5453,0
495,0.4348,9,107672,0.3172,0.2738,0.3789,0.4578,0
496,0.6449,2,225363,0.8046,0.3348,0.8848,0.4582,0
497,0.0709,3,416289,0.3947,0.726,0.0168,0.5207,1
498,0.8921,3,126862,0.8974,0.8945,0.0267,0.5398,0
499,0.6632,3,259299,0.8991,0.1337,0.9195,0.9161,0
500,0.2161,2,267633,0.5777,0.4765,0.8895,0.919,0
501,0.9072,6,137284,0.9369,0.0159,0.5956,0.4531,0
502,0.9827,5,176163,0.4681,0.896,0.1216,0.1681,0
503,0.4119,6,394422,0.8226,0.9941,0.5588,0.3281,0
504,0.6335,4,41376,0.0524,0.8769,0.6899,0.3697,1
505,0.1451,6,135181,0.6649,0.9767,0.9435,0.3673,0
506,0.7154,8,284306,0.3757,0.7232,0.1171,0.43,0
507,0.527,10,84129,0.8856,0.4618,0.0742,0.9578,0
508,0.1428,6,225387,0.3287,0.571,0.1143,0.0052,1
509,0.4917,4,210215,0.2454,0.2234,0.576,0.4898,1
510,0.5003,3,483667,0.5733,0.0014,0.9763,0.1016,0
511,0.9051,10,57222,0.4303,0.1582,0.7069,0.6572,0
512,0.3886,2,59362,0.8079,0.6395,0.6015,0.5496,1
513,0.2125,3,103713,0.4206,0.594,0.5414,0.1817,1
514,0.0915,7,41985,0.2562,0.9725,0.4337,0.3944,1
515,0.6909,6,50067,0.6096,0.1527,0.5648,0.2964,1
516,0.1024,8,300721,0.5343,0.7753,0.0746,0.0375,0
517,0.7721,7,252732,0.2568,0.6972,0.796,0.1488,1
518,1,10,124452,0.1471,0.308,0.4679,0.9442,0
519,0.1579,2,312254,0.7017,0.3317,0.851,0.0136,0
520,0.8197,3,427576,0.0965,0.7084,0.5279,0.2805,1
521,0.5355,2,147923,0.4409,0.0906,0.1082,0.9064,0
522,0.9112,2,317657,0.3833,0.5033,0.4676,0.1036,0
523,0.4278,2,145893,0.1637,0.5913,0.2619,0.1108,0
524,0.0863,4,369221,0.7227,0.0467,0.9984,0.006,0
525,0.912,6,366966,0.0841,0.4463,0.2649,0.6849,1
526,0.1844,7,309154,0.7997,0.7835,0.932,0.7256,1
527,0.9144,4,236721,0.5735,0.5513,0.5261,0.0867,0
528,0.8267,2,282959,0.2217,0.741,0.5479,0.3354,0
529,0.5321,6,274368,0.5528,0.906,0.0313,0.988,1
530,0.2825,10,97379,0.9408,0.5449,0.0037,0.7132,0
531,0.732,10,351579,0.3056,0.5229,0.9769,0.5402,1
532,0.7711,10,256050,0.8135,0.3882,0.3052,0.9064,0
533,0.3416,1,461105,0.061,0.7917,0.4642,0.3426,1
534,0.6911,2,262280,0.9987,0.1769,0.4386,0.7501,1
535,0.3455,6,370952,0.9077,0.0178,0.1037,0.5411,1
536,0.0775,10,218066,0.9824,0.1194,0.2347,0.324,1
537,0.2379,5,66300,0.2883,0.6107,0.5869,0.4744,0
538,0.1184,8,468432,0.8983,0.317,0.79,0.587,1
539,0.7882,5,317452,0.3708,0.1929,0.8566,0.8465,0
540,0.8795,3,301506,0.5214,0.7617,0.4351,0.7367,0
541,0.8893,8,473037,0.9587,0.1716,0.6695,0.2578,1
542,0.9801,5,495301,0.2197,0.1571,0.0974,0.4078,0
543,0.7208,5,337747,0.3529,0.1346,0.4604,0.4531,0
544,0.2928,7,44104,0.0573,0.6781,0.834,0.7911,0
545,0.4305,9,294640,0.1919,0.2424,0.916,0.2157,1
546,0.666,5,47116,0.7422,0.7682,0.6349,0.9325,1
547,0.6634,2,187826,0.8043,0.2277,0.6708,0.153,1
548,0.3377,8,213968,0.6827,0.4186,0.656,0.2087,0
549,0.9674,9,182124,0.8765,0.2223,0.1274,0.0715,1
550,0.2674,10,196004,0.6625,0.8225,0.065,0.8678,1
551,0.0644,2,470337,0.4219,0.9219,0.5147,0.0023,1
552,0.8123,4,36538,0.81,0.7907,0.6657,0.7543,0
553,0.5415,3,137933,0.6018,0.0368,0.4551,0.2394,1
554,0.3604,8,157746,0.0936,0.5171,0.5936,0.0773,1
555,0.5262,6,153577,0.9449,0.3153,0.7975,0.5193,0
556,0.8946,3,236533,0.4979,0.2311,0.0276,0.355,0
557,0.4386,10,342595,0.6723,0.2416,0.0976,0.2969,1
558,0.4162,3,114452,0.0759,0.1229,0.229,0.1702,1
559,0.0704,10,364568,0.9496,0.0989,0.3565,0.1589,0
560,0.7515,1,268997,0.6092,0.1486,0.9934,0.0866,1
561,0.4413,6,379071,0.1965,0.4966,0.3324,0.878,1
562,0.3843,9,469292,0.4501,0.7518,0.9162,0.1081,0
563,0.3848,6,242484,0.1701,0.1295,0.7177,0.1948,0
564,0.5409,5,323021,0.2354,0.8614,0.8948,0.9204,0
565,0.9167,3,475915,0.9521,0.9909,0.9517,0.5361,0
566,0.8148,9,346826,0.8484,0.8211,0.4772,0.6626,1
567,0.7157,9,234756,0.0733,0.9267,0.919,0.3623,1
568,0.5333,4,59606,0.2325,0.8706,0.0578,0.4807,0
569,0.0542,5,253033,0.5836,0.8413,0.1116,0.7003,0
570,0.4679,4,358907,0.2546,0.9738,0.2655,0.9181,1
571,0.0641,5,334759,0.8734,0.2932,0.201,0.2792,1
572,0.3281,7,214496,0.212,0.5371,0.6728,0.1038,0
573,0.4078,3,249326,0.4954,0.8065,0.3288,0.6192,0
574,0.4742,4,259254,0.1303,0.855,0.7197,0.9125,1
575,0.0458,2,31622,0.8374,0.0259,0.5547,0.7239,0
576,0.5467,9,74194,0.0201,0.4945,0.0618,0.2104,0
577,0.6928,3,498790,0.6601,0.257,0.3718,0.3642,0
578,0.2312,3,172859,0.1491,0.7006,0.0867,0.8826,0
579,0.9523,4,172931,0.3445,0.9983,0.331,0.6714,0
580,0.5562,4,354394,0.8103,0.7219,0.0461,0.3321,0
581,0.0567,7,428259,0.3589,0.2035,0.4175,0.8148,0
582,0.8335,6,63223,0.624,0.3518,0.9333,0.7495,0
583,0.7564,9,182792,0.6402,0.05,0.9893,0.5801,1
584,0.2359,9,334876,0.152,0.0772,0.1095,0.9372,1
585,0.2477,6,398780,0.3145,0.7551,0.2233,0.4863,0
586,0.7602,2,141479,0.4743,0.0069,0.1651,0.1268,0
587,0.486,7,460158,0.3217,0.2668,0.004,0.4117,0
588,0.7017,2,466787,0.9413,0.6628,0.4482,0.2609,0
589,0.3546,10,454481,0.6085,0.7746,0.2522,0.9836,1
590,0.1019,8,151500,0.9932,0.8817,0.5951,0.7185,0
591,0.9175,8,283180,0.558,0.3611,0.755,0.411,0
592,0.5311,7,397426,0.2383,0.4743,0.9988,0.5409,0
593,0.4439,6,444626,0.1355,0.588,0.3206,0.1468,0
594,0.4201,5,375641,0.0029,0.9813,0.1989,0.097,0
595,0.7314,6,482649,0.4931,0.4767,0.0972,0.0058,1
596,0.7116,8,363407,0.7837,0.209,0.4465,0.1989,1
597,0.1111,4,171661,0.3733,0.7361,0.761,0.6805,0
598,0.4495,2,133384,0.047,0.1022,0.7075,0.5151,0
599,0.3667,2,252144,0.5161,0.8726,0.1431,0.5201,1
600,0.4928,9,366023,0.9443,0.2586,0.2341,0.8735,1
601,0.2058,9,277804,0.3602,0.3595,0.1004,0.3577,1
602,0.6892,8,274089,0.4913,0.5108,0.8572,0.8833,0
603,0.2003,7,334601,0.8443,0.9498,0.0623,0.866,1
604,0.4479,4,461154,0.7907,0.3522,0.8012,0.0098,1
605,0.7881,4,263607,0.9776,0.3621,0.2009,0.7733,1
606,0.8271,1,428155,0.6046,0.8013,0.3115,0.7804,0
607,0.7519,9,100017,0.3671,0.5009,0.8613,0.9908,0
608,0.5604,2,98188,0.2314,0.9464,0.4136,0.9735,1
609,0.5159,8,30913,0.4616,0.6578,0.9409,0.6602,0
610,0.6771,8,35986,0.871,0.3204,0.8401,0.2164,1
611,0.2871,2,259645,0.0333,0.8788,0.0218,0.0075,0
612,0.761,9,350814,0.804,0.2682,0.5959,0.6848,0
613,0.751,10,250527,0.8168,0.9784,0.9346,0.6183,0
614,0.1899,7,329895,0.373,0.309,0.826,0.7838,1
615,0.2756,3,206218,0.4755,0.4837,0.5152,0.6985,1
616,0.2683,7,44793,0.2618,0.5927,0.4358,0.7484,1
617,0.2135,7,132000,0.5836,0.2833,0.6115,0.2663,0
618,0.5664,9,235565,0.1884,0.6722,0.8166,0.6678,0
619,0.0882,9,405661,0.1683,0.5911,0.3542,0.5373,0
620,0.0907,9,186341,0.9721,0.8317,0.919,0.811,0
621,0.6139,2,465103,0.3469,0.4074,0.3174,0.6711,0
622,0.9188,2,483617,0.0363,0.4409,0.5557,0.5282,1
623,0.9006,6,333356,0.9707,0.4595,0.0396,0.2011,0
624,0.2111,8,48223,0.8008,0.4181,0.285,0.1238,1
625,0.1954,5,469667,0.4415,0.2877,0.4041,0.9923,1
626,0.2068,7,46476,0.8041,0.587,0.2915,0.0309,0
627,0.6696,6,198635,0.7854,0.8175,0.7699,0.0566,1
628,0.5949,7,406602,0.98,0.8943,0.596,0.0669,0
629,0.9987,8,355591,0.1314,0.8639,0.7991,0.7596,1
630,0.2009,6,74129,0.515,0.5252,0.3459,0.1558,0
631,0.0942,3,70603,0.1544,0.9545,0.992,0.3273,0
632,0.8539,6,316827,0.2054,0.0006,0.7146,0.9478,1
633,0.3178,10,153103,0.3779,0.7956,0.0881,0.4399,1
634,0.1811,1,323553,0.7564,0.7623,0.6053,0.6201,0
635,0.4365,7,62253,0.4396,0.0608,0.4873,0.3222,1
636,0.8176,5,138079,0.5581,0.9535,0.53,0.1549,0
637,0.593,8,448573,0.5806,0.3979,0.2752,0.0014,0
638,0.7935,3,223496,0.5042,0.416,0.3913,0.2426,1
639,0.1741,7,261212,0.0794,0.9699,0.6365,0.6784,1
640,0.2348,1,98008,0.602,0.6603,0.2522,0.3403,0
641,0.99,9,76956,0.8569,0.4485,0.5863,0.7921,1
642,0.5924,6,139546,0.5484,0.306,0.5148,0.0916,0
643,0.4065,6,45961,0.7953,0.4633,0.4493,0.6212,1
644,0.1623,10,163411,0.8735,0.9313,0.014,0.4498,0
645,0.1788,3,387386,0.8358,0.9538,0.3055,0.7956,1
646,0.3284,1,392437,0.3815,0.1502,0.9646,0.7038,0
647,0.2025,6,248446,0.5499,0.5959,0.9293,0.2371,0
648,0.6465,7,111346,0.7814,0.5315,0.4786,0.192,0
649,0.183,9,476133,0.7756,0.4072,0.6622,0.5547,1
650,0.0979,9,403903,0.678,0.2265,0.8481,0.0923,1
651,0.5232,5,399617,0.5046,0.3544,0.5115,0.4784,1
652,0.0497,6,463605,0.5482,0.3811,0.7898,0.531,0
653,0.7468,8,36761,0.3224,0.8945,0.306,0.4485,1
654,0.7081,4,296544,0.1654,0.7002,0.1808,0.5856,0
655,0.3996,4,310530,0.7955,0.4147,0.1494,0.5703,1
656,0.2326,2,365676,0.134,0.4135,0.7054,0.9494,0
657,0.9117,8,424565,0.1201,0.8435,0.6757,0.4922,0
658,0.2951,5,402719,0.5781,0.3234,0.1882,0.0956,1
659,0.0712,10,200097,0.5982,0.2078,0.3617,0.5421,1
660,0.7764,3,59063,0.1434,0.0982,0.4464,0.8818,0
661,0.0459,4,435501,0.71,0.7954,0.183,0.4448,1
662,0.6134,10,428462,0.1774,0.9185,0.1687,0.4025,0
663,0.5992,9,287440,0.0943,0.689,0.6348,0.7675,1
664,0.0846,10,37550,0.3714,0.1482,0.8049,0.116,0
665,0.7458,6,327727,0.4735,0.0575,0.6169,0.4932,0
666,0.0626,3,232004,0.4527,0.3685,0.5111,0.5706,0
667,0.4155,6,483403,0.3006,0.8849,0.2478,0.1658,0
668,0.9371,3,160996,0.7872,0.2168,0.9629,0.9415,0
669,0.2478,2,40730,0.1104,0.8164,0.6299,0.8578,0
670,0.5132,10,227518,0.0602,0.627,0.7754,0.2436,0
671,0.5114,6,203553,0.0635,0.6225,0.7181,0.405,1
672,0.0215,9,437702,0.2507,0.4097,0.0603,0.2567,1
673,0.615,7,140536,0.356,0.859,0.9104,0.9008,1
674,0.7611,3,266130,0.5231,0.1257,0.5183,0.5863,0
675,0.034,9,80141,0.1448,0.0594,0.9428,0.512,1
676,0.2059,2,355583,0.4518,0.3632,0.8894,0.7219,0
677,0.5116,1,313268,0.885,0.5056,0.6627,0.9388,0
678,0.0416,4,126458,0.9878,0.4713,0.2948,0.7306,1
679,0.9539,8,379890,0.389,0.1486,0.5209,0.8787,1
680,0.6725,1,105364,0.0649,0.6756,0.8182,0.9067,0
681,0.3519,10,67405,0.4005,0.1477,0.2476,0.1017,1
682,0.24,8,58049,0.6872,0.187,0.3243,0.1435,0
683,0.8139,8,294352,0.2514,0.9628,0.921,0.5033,0
684,0.3754,8,365364,0.5761,0.0724,0.2682,0.2637,1
685,0.749,8,175617,0.5443,0.203,0.3748,0.0179,0
686,0.372,2,264131,0.7068,0.2046,0.7398,0.659,1
687,0.6369,6,153708,0.7853,0.0264,0.1159,0.6742,0
688,0.4215,4,147174,0.6,0.977,0.9344,0.4018,1
689,0.1389,6,353132,0.4763,0.5216,0.1407,0.6418,0
690,0.1695,9,287450,0.1238,0.4729,0.7415,0.3369,0
691,0.8828,9,332796,0.4627,0.0269,0.5771,0.8357,1
692,0.4752,1,175811,0.7495,0.5897,0.1334,0.1002,0
693,0.4596,4,42494,0.2974,0.5637,0.2351,0.7423,0
694,0.1924,2,477259,0.5739,0.0072,0.7893,0.5133,0
695,0.1522,7,213475,0.8977,0.4923,0.4104,0.1316,1
696,0.8201,10,203670,0.1978,0.0984,0.9861,0.554,0
697,0.4752,4,458144,0.9429,0.9376,0.1062,0.1091,0
698,0.1891,10,430662,0.1664,0.1643,0.7245,0.385,1
699,0.4428,4,230121,0.152,0.2923,0.7482,0.4827,0
700,0.6481,4,362446,0.4895,0.0046,0.091,0.348,0
701,0.0567,4,233900,0.991,0.7607,0.6127,0.2918,1
702,0.2734,4,241696,0.7624,0.3534,0.0105,0.5749,1
703,0.4909,4,44804,0.9442,0.1952,0.0589,0.0415,0
704,0.4493,2,494964,0.0585,0.7938,0.0412,0.6451,0
705,0.8506,3,458957,0.5355,0.2524,0.9626,0.9804,0
706,0.4371,10,363875,0.2691,0.8549,0.8569,0.1926,1
707,0.2545,3,160286,0.9795,0.0504,0.7982,0.8651,0
708,0.407,10,296039,0.6825,0.3185,0.1475,0.8167,0
709,0.1631,5,67415,0.3369,0.5485,0.5111,0.5931,1
710,0.4793,4,458730,0.0294,0.3714,0.068,0.5852,0
711,0.1893,7,96776,0.7932,0.5567,0.7455,0.2302,0
712,0.2065,1,284223,0.4493,0.484,0.9999,0.3901,1
713,0.1115,6,144725,0.8622,0.6996,0.1486,0.0858,1
714,0.7659,10,287825,0.3167,0.4776,0.5406,0.3395,1
715,0.6141,6,450053,0.6634,0.0941,0.3226,0.9631,1
716,0.6626,4,229724,0.1324,0.6633,0.3295,0.1597,1
717,0.497,10,81871,0.7464,0.3156,0.4927,0.8343,0
718,0.9756,5,386063,0.5681,0.6797,0.6762,0.1771,0
719,0.3731,5,410416,0.3929,0.238,0.8127,0.2295,1
720,0.0742,6,266042,0.9893,0.5547,0.9515,0.4418,0
721,0.3677,6,136974,0.4514,0.1242,0.8032,0.6039,1
722,0.5315,9,346370,0.6099,0.4304,0.3069,0.2663,1
723,0.096,9,98552,0.3798,0.999,0.3777,0.508,1
724,0.7925,8,374434,0.6979,0.7525,0.9743,0.1304,1
725,0.7594,5,368259,0.8543,0.9218,0.4102,0.8348,1
726,0.8089,8,210369,0.6115,0.8346,0.5124,0.8429,0
727,0.3372,2,157725,0.6996,0.4107,0.6905,0.8014,1
728,0.7886,9,237250,0.5139,0.7707,0.6955,0.6428,1
729,0.0429,7,254428,0.6757,0.2625,0.2223,0.3948,0
730,0.9915,4,70988,0.4249,0.0192,0.6214,0.3213,1
731,0.6948,5,395791,0.0806,0.8769,0.7791,0.5926,0
732,0.1134,10,241545,0.4736,0.7498,0.1757,0.8254,1
733,0.3259,7,283213,0.933,0.1563,0.9676,0.7705,1
734,0.8288,2,464930,0.6237,0.741,0.0952,0.1299,1
735,0.6294,10,181787,0.5569,0.4415,0.9768,0.4094,1
736,0.5833,10,447317,0.0529,0.61,0.7607,0.5914,0
737,0.4105,9,472457,0.6651,0.6986,0.556,0.7712,1
738,0.5507,7,47146,0.3075,0.6326,0.8107,0.165,0
739,0.9733,10,257159,0.2313,0.3456,0.3163,0.796,1
740,0.0401,4,261255,0.359,0.3834,0.2856,0.8678,1
741,0.3907,6,328954,0.2096,0.1019,0.5544,0.8731,0
742,0.79,1,319380,0.0503,0.61,0.9532,0.0548,1
743,0.0748,8,440332,0.7972,0.324,0.1844,0.9284,0
744,0.35,10,389026,0.1636,0.5972,0.107,0.5568,0
745,0.131,1,330871,0.0098,0.2324,0.6562,0.4411,1
746,0.9215,9,393127,0.0769,0.913,0.7517,0.3254,1
747,0.7935,5,173957,0.9009,0.7942,0.6563,0.0778,0
748,0.9457,7,285470,0.4484,0.4197,0.2908,0.315,0
749,0.3716,1,420011,0.2357,0.3277,0.8244,0.9456,1
750,0.0456,2,373865,0.2139,0.7631,0.8413,0.7269,1
751,0.1999,9,388020,0.6748,0.241,0.4885,0.528,1
752,0.1109,7,166360,0.0102,0.1511,0.1135,0.3016,1
753,0.6047,5,488171,0.1078,0.3648,0.2741,0.3499,0
754,0.5973,2,354240,0.8524,0.2944,0.2502,0.8896,0
755,0.0445,1,372534,0.2824,0.6971,0.2129,0.4202,0
756,0.0724,6,107839,0.3663,0.1267,0.1043,0.1773,0
757,0.4683,10,119475,0.5415,0.2029,0.4222,0.2584,1
758,0.4504,8,275970,0.4438,0.9516,0.8512,0.5703,0
759,0.5174,8,51035,0.7632,0.9934,0.8715,0.0682,1
760,0.4,2,394771,0.0553,0.7882,0.3048,0.5249,1
761,0.2879,5,85572,0.8351,0.4963,0.7575,0.2983,0
762,0.2979,7,388736,0.0545,0.2241,0.5189,0.8767,1
763,0.8919,10,86110,0.436,0.8044,0.1004,0.1096,0
764,0.7813,9,345931,0.5893,0.6266,0.2971,0.5118,1
765,0.2865,9,39465,0.7452,0.2792,0.5404,0.0297,1
766,0.0234,3,76911,0.0724,0.1681,0.7127,0.9783,1
767,0.2121,10,392933,0.7758,0.331,0.2109,0.6227,0
768,0.5779,3,281839,0.1744,0.5167,0.1123,0.1712,1
769,0.7737,1,145865,0.128,0.6388,0.7549,0.72,0
770,0.5064,2,216799,0.0953,0.6745,0.7301,0.768,1
771,0.0549,3,166476,0.1105,0.5723,0.9294,0.8306,0
772,0.4503,4,153817,0.1233,0.8783,0.1843,0.4758,0
773,0.4308,1,455565,0.6438,0.8872,0.5009,0.9643,1
774,0.724,6,290128,0.5011,0.1914,0.8046,0.7528,0
775,0.157,9,179058,0.1027,0.5735,0.0862,0.2179,0
776,0.562,1,446583,0.34,0.1269,0.0992,0.6483,0
777,0.5706,4,258272,0.3698,0.2224,0.2734,0.6268,0
778,0.124,4,180588,0.3157,0.2636,0.0009,0.5206,1
779,0.7869,10,141049,0.372,0.8895,0.3127,0.6703,1
780,0.2174,3,464976,0.7634,0.7554,0.3718,0.4366,0
781,0.0215,4,187930,0.8618,0.8137,0.7495,0.3802,0
782,0.4998,1,251848,0.9072,0.4485,0.3272,0.2493,0
783,0.0912,10,204184,0.3526,0.0706,0.393,0.6772,0
784,0.6018,3,166651,0.6429,0.0656,0.541,0.0789,0
785,0.49,2,252114,0.4703,0.0942,0.3661,0.4921,0
786,0.8044,6,118142,0.6394,0.704,0.0404,0.1492,1
787,0.1518,5,120916,0.1652,0.018,0.1384,0.942,1
788,0.6451,8,305285,0.0013,0.5372,0.4433,0.9848,1
789,0.129,10,221449,0.6351,0.7896,0.5237,0.258,1
790,0.7245,4,409688,0.4936,0.8034,0.1664,0.838,1
791,0.0067,4,396322,0.5209,0.7081,0.9835,0.5223,0
792,0.9766,9,404149,0.3603,0.3596,0.4963,0.9041,0
793,0.0667,10,395923,0.2355,0.4187,0.9344,0.1756,0
794,0.8833,1,167327,0.0686,0.0316,0.7495,0.6281,1
795,0.4585,3,366055,0.6442,0.7684,0.7516,0.2519,0
796,0.9328,5,315966,0.4291,0.0761,0.4525,0.6066,1
797,0.3614,3,41608,0.363,0.5595,0.1959,0.0821,1
798,0.8865,2,406178,0.0552,0.6362,0.2845,0.271,0
799,0.2743,1,62947,0.6986,0.0204,0.9049,0.5018,0
800,0.9906,7,381379,0.8649,0.1936,0.0578,0.0668,0
801,0.7533,8,130493,0.7932,0.2193,0.6989,0.1555,1
802,0.1663,10,162373,0.9256,0.2248,0.3884,0.9527,0
803,0.4056,9,116502,0.4544,0.9439,0.5112,0.0018,0
804,0.4961,1,242848,0.4825,0.2465,0.6901,0.3258,0
805,0.4617,8,138516,0.9048,0.0644,0.8641,0.0955,1
806,0.4465,5,57979,0.6956,0.8429,0.9117,0.5768,0
807,0.0357,6,478915,0.2728,0.8472,0.6083,0.9423,1
808,0.2168,8,222253,0.4506,0.4891,0.8503,0.733,0
809,0.9521,1,124823,0.4124,0.3733,0.923,0.4949,0
810,0.2292,8,268988,0.0125,0.4218,0.4675,0.781,1
811,0.5223,3,334545,0.4072,0.5153,0.3482,0.8096,0
812,0.9661,9,93288,0.2006,0.5396,0.3488,0.0097,0
813,0.2059,5,414864,0.6808,0.5868,0.2963,0.4944,0
814,0.3982,1,134508,0.1708,0.8149,0.1883,0.2214,1
815,0.7167,1,31058,0.2218,0.6636,0.0168,0.9812,1
816,0.7099,8,141055,0.9704,0.9175,0.3962,0.2565,1
817,0.2648,2,132291,0.8778,0.5011,0.245,0.8076,0
818,0.8886,2,339490,0.3312,0.7332,0.8295,0.1764,0
819,0.7584,6,215003,0.3126,0.3412,0.7821,0.1988,1
820,0.6608,3,345325,0.1119,0.2353,0.2697,0.6516,1
821,0.1277,1,406562,0.8959,0.5613,0.0809,0.5687,0
822,0.3723,3,114137,0.8067,0.6372,0.1145,0.2765,0
823,0.0593,5,137471,0.6736,0.0891,0.7665,0.5393,1
824,0.8798,1,249260,0.8319,0.3758,0.7161,0.949,1
825,0.6404,5,357305,0.0541,0.5104,0.0321,0.5394,0
826,0.4053,6,416060,0.2293,0.6616,0.1227,0.0225,1
827,0.6595,2,221386,0.1372,0.8041,0.5923,0.5219,0
828,0.0583,1,204139,0.1714,0.2753,0.6999,0.45,0
